0.127867 711.70
0.127867 774.80
0.227319 811.20
1.198904 867.20
0.198904 911.20
0.234423 955.40
0.170489 1007.40
0.134971 1060.30
0.198904 1101.10
0.291253 1150.80
0.355186 1216.10
0.291253 1269.10
0.348082 1327.00
0.220215 1386.70
0.170489 1438.10
0.170489 1488.60
0.099452 1545.10
0.156282 1596.00
0.248630 1655.60
0.248630 1716.90
0.277045 1763.50
0.340979 1806.80
0.255734 1849.20
0.255734 1897.60
0.213112 1940.30
0.092348 1990.00
0.284149 2029.50
0.504364 2088.60
0.539883 2144.30
1.625121 2182.10
1.440425 2233.40
1.447528 2283.20
1.447528 2336.70
0.397808 2390.40
0.440431 2434.60
0.305460 2479.90
0.255734 2517.10
0.220215 2551.80
0.113660 2568.10
0.134971 2597.30
0.298356 2635.50
0.404912 2680.30
0.404912 2725.70
0.326771 2762.90
0.142074 2801.40
0.333875 2837.10
0.333875 2873.90
0.383601 2911.20
0.632231 2951.10
0.433327 2982.50
0.625127 3020.10
0.646438 3062.50
0.475949 3095.40
0.426223 3127.70
0.269941 3162.90
0.198904 3206.00
0.333875 3256.30
0.440431 3297.40
0.525675 3335.00
0.646438 3378.80
0.724579 3426.10
0.909276 3458.80
0.824032 3485.70
0.745891 3526.80
0.490157 3550.50
0.348082 3573.30
0.497260 3610.00
0.717476 3654.20
0.824031 3695.90
0.660646 3721.10
0.511468 3759.70
0.326771 3782.50
0.397808 3812.60
0.412016 3855.40
0.781409 3889.80
0.767202 3914.50
0.632231 3947.80
0.873757 3983.70
1.809818 4023.30
1.980307 4058.70
1.987411 4085.50
2.051344 4113.60
1.022936 4145.20
0.816928 4179.50
0.916380 4214.60
0.752994 4253.10
0.582505 4298.40
0.632231 4341.00
0.483053 4365.00
0.433327 4373.80
0.539883 4393.60
0.525675 4446.50
0.774305 4477.00
0.774305 4507.40
0.653542 4556.70
0.845343 4571.20
4.771369 4564.70
4.771369 4616.40
4.792681 4650.70
4.792680 4645.90
2.057866 4634.90
2.263873 4613.80
2.342014 4598.20
2.228355 4580.70
2.732137 4573.00
2.384054 4573.80
2.305913 4575.80
4.318711 4553.10
2.439021 4346.20
2.573991 4137.00
2.460332 3969.40
0.348082 3826.90
0.362290 3664.50
0.348082 3532.90
0.333875 3376.70
1.371251 3233.20
1.335732 3108.90
1.214969 2968.40
1.321525 2819.90
0.284149 2632.10
0.241527 2443.70
0.419119 2202.10
0.312564 1982.40
0.269941 1867.60
0.340978 1741.60
0.227319 1580.50
0.305460 1457.20
0.518572 1310.00
0.412016 1167.60
0.348082 1019.40
0.248630 880.80
0.035519 741.30
0.312564 628.00
0.632231 554.40
0.717476 504.10
0.944795 473.20
1.022935 625.70
0.795616 671.10
0.639335 725.10
0.596712 782.20
0.490157 840.10
0.603816 888.30
0.696164 932.00
0.760098 982.00
0.916380 1035.80
0.859550 1086.50
0.873757 1133.30
0.781409 1187.70
0.745890 1240.30
0.802720 1290.80
0.696164 1338.50
0.767202 1387.30
0.738787 1435.00
0.660646 1484.50
0.937691 1528.40
0.973209 1566.20
0.973209 1609.90
1.022935 1649.50
0.809824 1692.60
0.717476 1737.80
0.625127 1782.10
0.539883 1818.40
0.625127 1857.80
0.610920 1901.50
0.852446 1949.40
0.959002 1995.20
0.887965 2036.70
1.093972 2095.50
0.930587 2130.90
0.930587 2175.90
0.852446 2219.10
0.724579 2261.40
0.816928 2276.10
0.895068 2300.00
1.058454 2319.10
1.015832 2323.10
0.838239 2324.90
0.852446 2333.70
1.001624 2341.10
1.008728 2347.40
1.037143 2350.10
1.051350 2348.60
