466 23.7
466 21.3
466 22
466 23.6
466 23.5
466 22.4
466 27.3
471.451 24.5
473.875 25.8
475.684 25.5
482.365 19
491 23
527.926 25.5
534.7   15
544 13.9
560.376 19.2
601.496 16.1
603.819 19.7
623 27.2
625 15.5
627.828 19.2
651.473 14.8
658.902 13.4
664 10.7
679.151 18.3
691.17  17
699.878 20.4
721 12.5
736.402 16.4
756.699 11.9
760.788 19.8
776 18.2
792 23.8
804.445 19.5
813.27  21.1
816 12.7
828.052 14.9
863.871 21.3
876 15.6
898 20.3
906.671 20.1
927 13.3
934.104 21.2
944.182 11.6
949.453 19.2
961 16
962.773 22.1
996.211 17.5
1011.689    15.8
1013.065    13.5
1034    20.1
1049.208    14.8
1055.089    18.6
1071.956    13.5
1074    15.5
1086    14.5
1097.971    14.3
1119    9.3
1122.76 15.6
1181.1  17.9
1181.84 18.8
1182    14.7
1196.998    15.8
1228.589    19.5
1236    12.4
1251.77 21.5
1273    16.3
1275.857    17
1281.667    18.7
1314.557    15.3
1333.068    17.9
1347    14.6
1354.778    15.4
1356.794    17.9
1376.307    18.6
1379.393    22.1
1399    19.2
1414.113    20.5
1421.91 21.4
1429    15.7
1430.709    14.1
1450    21.2
1471.138    15.9
1482.336    19.2
1496    13.8
1507.315    14.8
1518.266    22.5
1558    17
1561.054    22.6
1577.373    16.1
1610.018    16.4
1621.091    15.5
1627.867    18.3
1630.792    21.8
1642    16.4
1656    16.1
1684.247    19
1703.123    14.9
1716    19.9
1718.598    23.1
1752.961    17.4
1769    18.5
1810.175    17.9
1823    21.8
1827.201    18.8
1829.285    23.1
1839    17.8
1857.717    19.8
1876    18.4
1882.772    25.9
1905.552    23.6
1930    24.7
1945.904    24.9
1961    17.5
1973.12 21.8
1985    20
2013.135    19.4
2020.156    22
2025.482    23.8
2025    18.5
2036.135    20.4
2083.825    21.1
2099    22
2101.084    24.2
2115.35 21.7
2148.833    21.8
2161.365    25.4
2169.877    19.6
2176    19.4
2179    18.5
2191.666    17
2212.421    25.4
2242    24.7
2244.865    22.4
2262.781    16.7
2285    21.4
2291.454    21.4
2338.592    23.9
2352.344    21.6
2354    25.4
2365.179    26.3
2395.326    20.3
2399.881    25.7
2418.886    17.1
2423    28
2423.555    25
2430    29.9
2487.659    23
2506.111    23.6
2508    25.6
2533.816    17.7
2543.078    22.4
2559    24.3
2563.953    26.5
2577.072    27.7
2598.01 24.1
2608    15.8
2611.304    16.1
2635    25.5
2639.26 24.1
2662.051    17.7
2668.318    25.5
2673.805    22.1
2691.693    24.6
2701    27.4
2725    25
2757.097    25.8
2758.121    24.2
2790.384    32.4
2791    25.8
2792.767    24.2
2810.26 26.5
2827.296    24.6
2858.952    29.5
2876.134    26.2
2887    34.7
2892    25.4
2899.45 33.4
2899.876    25.9
2952    27.9
2953.129    28.6
2956.805    28
2972.576    22.3
2984.754    31.4
3019    20.8
3019.758    25.4
3030.067    28.2
3059.003    29.5
3076.793    20.8
3089.132    25
3089    25.3
3097    28
3100.899    27.7
3143.001    27.5
3152    32.3
3155.243    26.1
3157.911    25.4
3212    32.2
3219.361    28.3
3230.342    40.3
3246    27.4
3255.378    27
3262.095    30
3277    28.5
3289.911    26.8
3293.233    30.2
3296.649    32.3
3308    20.9
3339    34.7
3343.121    31.6
3366.873    40.7
3369    41.2
3383.924    29.4
3395    24.6
3412.945    32
3424.839    33.8
3426.636    32.3
3430    29.8
3462.557    33.3
3464.399    36.5
3470.292    35.4
3481    31.3
3495    30.4
3513.57 32.6
3522.908    41
3541    30.8
3561.285    29
3570.86 28.6
3581.947    34.4
3605    32.4
3622.401    28.6
3629    30.7
3636.134    37.3
3667.206    38.1
3668.635    29.2
3672    32.7
3683.61 36.9
3705.166    37.9
3728.2  36.5
3732    37.9
3744.184    34
3749.103    39.9
3769    41.2
3781.146    47.6
3784.274    42.5
3820    28.9
3825    43.4
3836.616    52.3
3840.718    49.9
3847.394    32
3887.932    48.2
3893    39.5
3901.158    38.3
3937.741    44.4
3938    46.6
3947.453    37.3
3972.064    31.6
3975    42
3978    35.9
3996.07 46.3
4009.573    42.6
4031    48.3
4042.837    42.4
4064.761    46.6
4087.088    42.9
4091    35.2
4104.534    45.5
4122.283    35.5
4126.814    36
4127    40.3
4136.216    44.8
4159.409    46
4166    44.4
4185.629    46.4
4195    33.1
4208    49.4
4219.336    40.8
4233.448    26.6
4256.061    50.9
4264    50.5
4273    35.3
4276.811    44.8
4299.581    40.6
4300.47 36.1
4312    46
4323.327    42.6
4330.849    49.3
4362.414    47.9
4379.491    50
4398.801    56
4415.915    47.1
4416    53.7
4444.021    58.9
4461    34.9
4463.113    48.1
4466    46.9
4509    58.6
4513.763    50.3
4533.915    56.3
4550    56.1
4556.345    38.4
4561.554    47.9
4565.467    48
4584.71 53.4
4590    47.7
4600.766    54
4634.824    52.7
4637.198    51.2
4641    53.4
4664.44 52.4
4666.852    50.9
4668.397    45.4
4669.386    49.8
4670.376    60.6
4677.751    59.7
4678.296    59.7
4682.259    51.4
4682.259    51.3
4683    48.3
4685.687    57.2
4687    48.5
4689    53.2
4690.191    57.8
4691    42.6
4697.137    38.5
4702.573    56.7
4704.089    56.8
4707.546    48.1
4713    52.6
4714    56.3
4714.03 56.3
4714.514    59.4
4714.514    46.3
4719    54.5
4721    59.6
4731.458    59.7
4733.454    56.4
4741.441    51.8
4743    47.8
4765    54.7
4766    59.7
4766    54.2
4768.914    59.3
4778.931    61.7
4784.5  55.3
4785.949    52.4
4787.513    58.6
4802.014    54.5

